Municipality,MinTimeToNearestStation,FloorPlan,Area,BuildingYear,Structure,Year,Renovation,TradePrice
Chiyoda Ward,3.0,2LDK,55,2000.0,SRC,2016,Not yet,55000000
Chiyoda Ward,2.0,1K,20,1997.0,SRC,2015,Not yet,28000000
Chiyoda Ward,2.0,2LDK,55,1998.0,SRC,2015,Not yet,58000000
Chiyoda Ward,3.0,1K,20,1978.0,RC,2015,Not yet,13000000
Chiyoda Ward,3.0,1K,15,1978.0,RC,2014,Done,8900000
Chiyoda Ward,3.0,1DK,25,2007.0,SRC,2019,Not yet,37000000
Chiyoda Ward,1.0,1LDK+S,65,2003.0,SRC,2019,Done,88000000
Chiyoda Ward,1.0,1LDK,50,2003.0,SRC,2018,Not yet,75000000
Chiyoda Ward,2.0,1K,25,1984.0,SRC,2018,Not yet,16000000
Chiyoda Ward,2.0,1K,25,1984.0,SRC,2018,Not yet,17000000
Chiyoda Ward,2.0,1K,30,1982.0,RC,2018,Not yet,15000000
Chiyoda Ward,1.0,1LDK,30,2005.0,RC,2017,Not yet,35000000
Chiyoda Ward,1.0,1K,25,2005.0,RC,2017,Done,25000000
Chiyoda Ward,1.0,1DK,30,2005.0,RC,2017,Done,35000000
Chiyoda Ward,2.0,1DK,35,2015.0,RC,2017,Not yet,44000000
Chiyoda Ward,3.0,1LDK,30,2007.0,SRC,2017,Not yet,31000000
Chiyoda Ward,1.0,1K,20,2001.0,SRC,2016,Not yet,21000000
Chiyoda Ward,1.0,3LDK,95,2003.0,SRC,2016,Not yet,130000000
Chiyoda Ward,3.0,1DK,25,2007.0,SRC,2016,Not yet,36000000
Chiyoda Ward,2.0,1LDK,30,2015.0,RC,2016,Not yet,40000000
Chiyoda Ward,1.0,1DK,50,2003.0,SRC,2015,Not yet,72000000
Chiyoda Ward,1.0,1LDK,50,2003.0,SRC,2015,Not yet,78000000
Chiyoda Ward,1.0,1K,20,2001.0,SRC,2015,Not yet,20000000
Chiyoda Ward,1.0,2LDK,55,2005.0,RC,2014,Done,54000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2014,Not yet,22000000
Chiyoda Ward,4.0,1K,20,2012.0,RC,2019,Not yet,25000000
Chiyoda Ward,3.0,1LDK,50,2004.0,SRC,2017,Not yet,46000000
Chiyoda Ward,4.0,1K,20,2003.0,RC,2017,Not yet,19000000
Chiyoda Ward,3.0,2LDK,50,2013.0,RC,2017,Not yet,57000000
Chiyoda Ward,3.0,2LDK,50,2013.0,RC,2016,Not yet,52000000
Chiyoda Ward,5.0,3LDK,60,2013.0,RC,2016,Not yet,64000000
Chiyoda Ward,1.0,3LDK,65,2015.0,RC,2019,Not yet,100000000
Chiyoda Ward,2.0,2LDK,50,2016.0,RC,2018,Not yet,72000000
Chiyoda Ward,2.0,1LDK,35,2016.0,RC,2018,Not yet,53000000
Chiyoda Ward,3.0,1DK,20,2004.0,RC,2017,Done,20000000
Chiyoda Ward,3.0,1DK,20,2004.0,RC,2017,Not yet,24000000
Chiyoda Ward,3.0,2LDK,40,2016.0,RC,2017,Not yet,56000000
Chiyoda Ward,3.0,1K,20,2004.0,RC,2015,Not yet,20000000
Chiyoda Ward,2.0,1LDK,20,2004.0,RC,2014,Not yet,21000000
Chiyoda Ward,3.0,1K,20,2004.0,RC,2014,Not yet,18000000
Chiyoda Ward,1.0,1DK,30,2004.0,SRC,2019,Not yet,26000000
Chiyoda Ward,1.0,3DK,50,2004.0,SRC,2017,Done,57000000
Chiyoda Ward,1.0,1LDK,50,2004.0,SRC,2016,Not yet,40000000
Chiyoda Ward,1.0,1K,25,2004.0,SRC,2015,Not yet,21000000
Chiyoda Ward,1.0,1DK,25,2004.0,RC,2014,Not yet,23000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2017,Not yet,22000000
Chiyoda Ward,2.0,1K,25,2002.0,RC,2017,Not yet,24000000
Chiyoda Ward,1.0,1DK,20,2005.0,SRC,2016,Not yet,25000000
Chiyoda Ward,2.0,1K,20,2004.0,RC,2014,Not yet,18000000
Chiyoda Ward,4.0,1K,20,2005.0,RC,2018,Not yet,24000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2018,Not yet,27000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2018,Not yet,25000000
Chiyoda Ward,3.0,1DK,20,2005.0,SRC,2017,Not yet,25000000
Chiyoda Ward,4.0,1K,20,2005.0,RC,2016,Not yet,20000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2015,Not yet,22000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2015,Not yet,22000000
Chiyoda Ward,3.0,1DK,20,2005.0,SRC,2014,Not yet,21000000
Chiyoda Ward,4.0,1K,20,1975.0,SRC,2018,Not yet,15000000
Chiyoda Ward,3.0,1K,15,1977.0,SRC,2017,Not yet,15000000
Chiyoda Ward,3.0,1K,15,1977.0,SRC,2017,Not yet,13000000
Chiyoda Ward,4.0,1K,15,1975.0,SRC,2017,Not yet,13000000
Chiyoda Ward,4.0,1K,20,1975.0,SRC,2017,Not yet,18000000
Chiyoda Ward,4.0,1DK,20,1975.0,SRC,2016,Not yet,16000000
Chiyoda Ward,3.0,1K,15,1977.0,SRC,2015,Not yet,12000000
Chiyoda Ward,4.0,1K,20,1975.0,SRC,2015,Not yet,13000000
Chiyoda Ward,2.0,2LDK,55,2012.0,RC,2019,Not yet,69000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2016,Not yet,15000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2016,Not yet,15000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2015,Not yet,20000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2015,Not yet,21000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2015,Not yet,20000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2014,Not yet,21000000
Chiyoda Ward,2.0,1K,20,2007.0,RC,2019,Not yet,25000000
Chiyoda Ward,2.0,1R,20,2007.0,RC,2019,Not yet,28000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2018,Not yet,24000000
Chiyoda Ward,2.0,1K,20,2007.0,RC,2018,Not yet,30000000
Chiyoda Ward,2.0,1K,25,2007.0,RC,2018,Done,32000000
Chiyoda Ward,1.0,1LDK,35,2005.0,SRC,2018,Not yet,31000000
Chiyoda Ward,2.0,1K,30,2007.0,RC,2017,Not yet,30000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2016,Not yet,17000000
Chiyoda Ward,2.0,1K,30,2007.0,RC,2016,Not yet,29000000
Chiyoda Ward,2.0,1DK,40,2007.0,RC,2015,Done,39000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2015,Not yet,19000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2015,Not yet,21000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2014,Done,21000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2014,Not yet,18000000
Chiyoda Ward,1.0,1K,20,2005.0,SRC,2014,Not yet,20000000
Chiyoda Ward,2.0,1K,30,2005.0,SRC,2019,Not yet,26000000
Chiyoda Ward,4.0,1LDK,40,2007.0,RC,2019,Not yet,41000000
Chiyoda Ward,3.0,1K,25,2005.0,SRC,2019,Not yet,26000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2019,Done,29000000
Chiyoda Ward,3.0,1DK,25,2005.0,SRC,2018,Not yet,26000000
Chiyoda Ward,4.0,1K,30,2007.0,RC,2018,Not yet,35000000
Chiyoda Ward,4.0,1R,20,2004.0,RC,2018,Not yet,20000000
Chiyoda Ward,4.0,1K,20,2004.0,RC,2018,Not yet,22000000
Chiyoda Ward,2.0,1K,25,2005.0,SRC,2017,Not yet,30000000
Chiyoda Ward,3.0,2LDK,45,2004.0,RC,2017,Done,47000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2017,Not yet,25000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2017,Not yet,27000000
Chiyoda Ward,4.0,1LDK,50,2007.0,RC,2017,Not yet,57000000
Chiyoda Ward,3.0,1K,25,2005.0,SRC,2017,Not yet,23000000
Chiyoda Ward,3.0,1K,20,2004.0,RC,2016,Not yet,25000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2016,Not yet,25000000
Chiyoda Ward,2.0,1K,20,2005.0,SRC,2015,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2015,Not yet,26000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2015,Not yet,24000000
Chiyoda Ward,4.0,1K,20,2007.0,RC,2014,Not yet,25000000
Chiyoda Ward,4.0,1K,30,2007.0,RC,2014,Not yet,28000000
Chiyoda Ward,2.0,1K,25,2007.0,RC,2014,Not yet,30000000
Chiyoda Ward,2.0,1K,30,2007.0,RC,2014,Not yet,28000000
Chiyoda Ward,4.0,1DK,20,2007.0,RC,2014,Not yet,23000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2019,Not yet,28000000
Chiyoda Ward,3.0,1LDK,35,2015.0,RC,2018,Not yet,45000000
Chiyoda Ward,4.0,1K,30,2005.0,SRC,2018,Not yet,27000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2018,Not yet,25000000
Chiyoda Ward,3.0,1K,25,2005.0,SRC,2017,Not yet,25000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2017,Not yet,24000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2017,Not yet,24000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2016,Not yet,23000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2016,Not yet,26000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2016,Not yet,24000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2016,Not yet,21000000
Chiyoda Ward,3.0,1K,20,2005.0,SRC,2015,Done,23000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2015,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2014,Not yet,22000000
Chiyoda Ward,3.0,1DK,30,2005.0,SRC,2014,Not yet,29000000
Chiyoda Ward,3.0,1K,25,2012.0,RC,2019,Not yet,27000000
Chiyoda Ward,3.0,1LDK,40,2012.0,RC,2018,Not yet,43000000
Chiyoda Ward,4.0,1LDK,40,2011.0,SRC,2017,Not yet,45000000
Chiyoda Ward,4.0,1K,30,2011.0,SRC,2016,Done,27000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2019,Not yet,29000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2018,Not yet,27000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2018,Not yet,27000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2018,Not yet,21000000
Chiyoda Ward,5.0,1K,20,2003.0,SRC,2017,Not yet,25000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2017,Not yet,27000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2017,Not yet,25000000
Chiyoda Ward,5.0,1K,20,2003.0,SRC,2016,Not yet,26000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2016,Not yet,26000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2016,Not yet,25000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2015,Not yet,22000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2015,Not yet,23000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2015,Not yet,23000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2014,Not yet,21000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2014,Not yet,22000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2019,Not yet,25000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2018,Not yet,25000000
Chiyoda Ward,4.0,1LDK,20,2002.0,SRC,2018,Not yet,24000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2018,Not yet,27000000
Chiyoda Ward,5.0,1K,30,2007.0,RC,2018,Not yet,28000000
Chiyoda Ward,4.0,1DK,20,2002.0,SRC,2018,Done,23000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2017,Not yet,25000000
Chiyoda Ward,5.0,1K,25,2015.0,RC,2017,Not yet,39000000
Chiyoda Ward,4.0,1K,20,2002.0,SRC,2016,Not yet,22000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2016,Not yet,23000000
Chiyoda Ward,4.0,1K,20,2002.0,SRC,2015,Not yet,18000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2015,Not yet,21000000
Chiyoda Ward,4.0,1DK,20,2003.0,SRC,2015,Not yet,25000000
Chiyoda Ward,4.0,1LDK,20,2002.0,SRC,2015,Done,21000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2015,Not yet,19000000
Chiyoda Ward,4.0,1DK,20,2003.0,SRC,2015,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2002.0,SRC,2014,Not yet,21000000
Chiyoda Ward,5.0,2LDK,50,2002.0,RC,2019,Not yet,47000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2017,Not yet,21000000
Chiyoda Ward,3.0,1K,20,2000.0,SRC,2016,Not yet,20000000
Chiyoda Ward,5.0,1DK,30,2002.0,RC,2015,Not yet,25000000
Chiyoda Ward,3.0,1K,20,2000.0,SRC,2014,Done,20000000
Chiyoda Ward,3.0,1K,20,2000.0,SRC,2014,Not yet,20000000
Chiyoda Ward,5.0,1K,30,2007.0,RC,2015,Done,33000000
Chiyoda Ward,2.0,1LDK,40,2006.0,RC,2016,Not yet,50000000
Chiyoda Ward,2.0,2LDK,50,2006.0,RC,2016,Not yet,57000000
Chiyoda Ward,2.0,2LDK,65,2006.0,RC,2014,Not yet,62000000
Chiyoda Ward,4.0,1R,20,2005.0,SRC,2018,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2016,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2016,Not yet,22000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2015,Not yet,21000000
Chiyoda Ward,4.0,1K,20,2005.0,SRC,2014,Not yet,23000000
Chiyoda Ward,2.0,1K,20,2005.0,RC,2019,Not yet,23000000
Chiyoda Ward,2.0,1K,20,2003.0,RC,2017,Not yet,20000000
Chiyoda Ward,1.0,1K,20,2005.0,RC,2016,Done,20000000
Chiyoda Ward,2.0,1K,25,2003.0,RC,2016,Not yet,21000000
Chiyoda Ward,2.0,1K,20,2003.0,RC,2015,Not yet,22000000
Chiyoda Ward,2.0,1K,20,2003.0,RC,2014,Not yet,15000000
Chiyoda Ward,4.0,2LDK,60,2002.0,RC,2019,Not yet,60000000
Chiyoda Ward,4.0,1LDK,60,2004.0,SRC,2019,Not yet,61000000
Chiyoda Ward,3.0,1K,20,2013.0,RC,2017,Not yet,27000000
Chiyoda Ward,6.0,1K,20,2005.0,RC,2015,Not yet,20000000
Chiyoda Ward,5.0,1LDK,35,2011.0,RC,2019,Not yet,40000000
Chiyoda Ward,3.0,1LDK,35,2013.0,RC,2019,Not yet,39000000
Chiyoda Ward,2.0,1LDK,25,1998.0,SRC,2018,Not yet,27000000
Chiyoda Ward,5.0,1K,20,2005.0,RC,2018,Not yet,24000000
Chiyoda Ward,5.0,1LDK,40,2011.0,RC,2018,Not yet,37000000
Chiyoda Ward,3.0,1LDK,35,2013.0,RC,2018,Not yet,45000000
Chiyoda Ward,5.0,1DK,30,2011.0,RC,2018,Not yet,33000000
Chiyoda Ward,2.0,1DK,25,1998.0,SRC,2018,Not yet,33000000
Chiyoda Ward,5.0,1K,20,2005.0,RC,2017,Not yet,24000000
Chiyoda Ward,5.0,1LDK,40,2011.0,RC,2016,Not yet,39000000
Chiyoda Ward,3.0,1LDK,35,2013.0,RC,2016,Not yet,43000000
Chiyoda Ward,4.0,1LDK,40,2005.0,S,2018,Not yet,36000000
Chiyoda Ward,2.0,2LDK,65,2015.0,RC,2018,Not yet,120000000
Chiyoda Ward,11.0,1K,20,1979.0,RC,2018,Not yet,15000000
Chiyoda Ward,4.0,1LDK,60,2005.0,S,2017,Done,64000000
Chiyoda Ward,4.0,1K,20,1998.0,RC,2016,Not yet,20000000
Chiyoda Ward,4.0,2DK,35,1979.0,RC,2014,Not yet,14000000
Chiyoda Ward,1.0,1K,20,2000.0,SRC,2019,Not yet,21000000
Chiyoda Ward,1.0,2DK,30,1980.0,SRC,2019,Not yet,29000000
Chiyoda Ward,1.0,1K,20,2000.0,SRC,2019,Not yet,21000000
Chiyoda Ward,6.0,2LDK,95,2000.0,SRC,2018,Done,150000000
Chiyoda Ward,1.0,1K,20,2000.0,SRC,2018,Done,19000000
Chiyoda Ward,1.0,1K,20,1980.0,SRC,2017,Not yet,14000000
Chiyoda Ward,1.0,1DK,20,2000.0,SRC,2017,Done,25000000
Chiyoda Ward,1.0,1K,20,2000.0,SRC,2016,Not yet,20000000
Chiyoda Ward,1.0,2LDK,60,1980.0,SRC,2016,Done,47000000
Chiyoda Ward,1.0,1K,20,2000.0,SRC,2016,Not yet,22000000
Chiyoda Ward,1.0,1DK,20,2000.0,SRC,2015,Not yet,19000000
Chiyoda Ward,1.0,1K,25,1980.0,SRC,2015,Done,22000000
Chiyoda Ward,2.0,2LDK,60,2013.0,RC,2019,Not yet,92000000
Chiyoda Ward,8.0,1LDK+S,55,1998.0,SRC,2019,Done,70000000
Chiyoda Ward,6.0,1K,20,2000.0,RC,2018,Done,23000000
Chiyoda Ward,8.0,2LDK,50,2000.0,SRC,2018,Done,71000000
Chiyoda Ward,6.0,1K,20,2000.0,RC,2018,Not yet,15000000
Chiyoda Ward,4.0,1DK,60,2008.0,RC,2018,Not yet,77000000
Chiyoda Ward,4.0,1LDK,60,2008.0,RC,2018,Not yet,80000000
Chiyoda Ward,8.0,2LDK,60,1998.0,SRC,2018,Not yet,67000000
Chiyoda Ward,6.0,1K,30,2003.0,RC,2017,Not yet,29000000
Chiyoda Ward,4.0,2LDK,60,2008.0,RC,2017,Done,82000000
Chiyoda Ward,8.0,2LDK,60,1998.0,SRC,2017,Not yet,67000000
Chiyoda Ward,2.0,3LDK,70,2013.0,RC,2016,Not yet,110000000
Chiyoda Ward,4.0,2LDK,105,2008.0,RC,2016,Not yet,170000000
Chiyoda Ward,8.0,1LDK,50,2000.0,SRC,2016,Not yet,65000000
Chiyoda Ward,2.0,2LDK,70,2013.0,RC,2016,Done,94000000
Chiyoda Ward,8.0,1K,30,2000.0,SRC,2015,Not yet,31000000
Chiyoda Ward,6.0,1K,25,2003.0,RC,2015,Done,24000000
Chiyoda Ward,4.0,2LDK,60,2008.0,RC,2015,Not yet,90000000
Chiyoda Ward,2.0,1K,25,1985.0,SRC,2015,Not yet,16000000
Chiyoda Ward,2.0,1K,20,1985.0,SRC,2015,Done,22000000
Chiyoda Ward,2.0,1K,25,1985.0,SRC,2015,Done,25000000
Chiyoda Ward,2.0,1K,20,1985.0,SRC,2014,Not yet,12000000
Chiyoda Ward,3.0,4LDK,145,1983.0,SRC,2014,Done,120000000
Chiyoda Ward,4.0,2LDK,60,1998.0,SRC,2014,Done,52000000
Chiyoda Ward,0.0,1R,20,1985.0,SRC,2014,Not yet,15000000
Chiyoda Ward,0.0,1K,25,1985.0,SRC,2014,Done,14000000
Chiyoda Ward,8.0,1K,30,2000.0,SRC,2014,Not yet,40000000
Chiyoda Ward,8.0,1LDK,60,2000.0,SRC,2019,Done,75000000
Chiyoda Ward,7.0,1K,20,2003.0,SRC,2017,Not yet,27000000
Chiyoda Ward,8.0,2LDK,70,2000.0,SRC,2017,Not yet,84000000
Chiyoda Ward,8.0,2LDK,150,2004.0,RC,2017,Not yet,440000000
Chiyoda Ward,8.0,1LDK,60,2000.0,SRC,2015,Not yet,52000000
Chiyoda Ward,8.0,2LDK,70,2000.0,SRC,2015,Not yet,71000000
Chiyoda Ward,7.0,1K,20,2003.0,SRC,2014,Not yet,20000000
Chiyoda Ward,8.0,2LDK,60,2000.0,SRC,2014,Not yet,58000000
Chiyoda Ward,8.0,1LDK,40,2000.0,SRC,2014,Done,40000000
Chiyoda Ward,1.0,2LDK,70,2011.0,RC,2018,Not yet,110000000
Chiyoda Ward,1.0,2LDK,90,1992.0,SRC,2018,Not yet,99000000
Chiyoda Ward,1.0,3LDK,100,1992.0,SRC,2018,Not yet,100000000
Chiyoda Ward,1.0,2LDK,100,1992.0,SRC,2018,Not yet,95000000
Chiyoda Ward,1.0,3LDK,105,1992.0,SRC,2017,Not yet,110000000
Chiyoda Ward,5.0,1K,25,2012.0,RC,2017,Not yet,33000000
Chiyoda Ward,5.0,1K,25,2012.0,RC,2017,Not yet,33000000
Chiyoda Ward,2.0,2LDK,120,2011.0,RC,2016,Not yet,170000000
Chiyoda Ward,3.0,1DK,20,2002.0,RC,2016,Not yet,18000000
Chiyoda Ward,1.0,1LDK,75,2011.0,RC,2015,Not yet,100000000
Chiyoda Ward,3.0,1K,20,2002.0,RC,2015,Not yet,21000000
Chiyoda Ward,2.0,1K,25,2004.0,SRC,2019,Not yet,33000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2018,Not yet,29000000
Chiyoda Ward,2.0,1K,25,2004.0,SRC,2018,Not yet,33000000
Chiyoda Ward,2.0,1DK,40,2003.0,RC,2018,Not yet,38000000
Chiyoda Ward,1.0,2LDK,50,1981.0,SRC,2018,Done,59000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2017,Not yet,23000000
Chiyoda Ward,2.0,2LDK,55,1982.0,SRC,2017,Done,57000000
Chiyoda Ward,1.0,1LDK,45,1981.0,SRC,2017,Not yet,38000000
Chiyoda Ward,2.0,1R,20,2004.0,SRC,2016,Not yet,28000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2016,Not yet,28000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2016,Not yet,21000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2015,Not yet,22000000
Chiyoda Ward,2.0,1K,25,2004.0,SRC,2015,Not yet,24000000
Chiyoda Ward,0.0,2LDK,55,1982.0,SRC,2015,Done,46000000
Chiyoda Ward,2.0,1K,20,2004.0,SRC,2015,Not yet,25000000
Chiyoda Ward,1.0,2LDK,55,1982.0,SRC,2014,Not yet,32000000
Chiyoda Ward,2.0,1K,25,2004.0,SRC,2014,Not yet,25000000
Chiyoda Ward,2.0,2LDK,50,2017.0,RC,2018,Not yet,97000000
Chiyoda Ward,3.0,1LDK,30,1971.0,SRC,2019,Not yet,39000000
Chiyoda Ward,1.0,3LDK,65,1979.0,SRC,2018,Done,66000000
Chiyoda Ward,3.0,3LDK,105,1971.0,SRC,2018,Done,96000000
Chiyoda Ward,4.0,2LDK,75,2014.0,RC,2018,Not yet,130000000
Chiyoda Ward,3.0,1K,25,2000.0,RC,2017,Done,29000000
Chiyoda Ward,3.0,2LDK,85,2003.0,SRC,2017,Not yet,140000000
Chiyoda Ward,4.0,1LDK,45,2014.0,RC,2016,Done,69000000
Chiyoda Ward,3.0,3LDK,80,1982.0,SRC,2016,Not yet,86000000
Chiyoda Ward,3.0,2LDK,50,2003.0,SRC,2016,Done,100000000
Chiyoda Ward,3.0,2LDK,90,2003.0,SRC,2016,Not yet,120000000
Chiyoda Ward,4.0,3LDK,115,2014.0,RC,2015,Not yet,180000000
Chiyoda Ward,4.0,1LDK,70,2014.0,RC,2014,Not yet,110000000
Chiyoda Ward,3.0,1LDK,55,2003.0,SRC,2014,Not yet,60000000
Chiyoda Ward,4.0,1K,30,2014.0,RC,2014,Not yet,40000000
Chiyoda Ward,3.0,1LDK,50,1971.0,SRC,2014,Not yet,30000000
Chiyoda Ward,5.0,1DK,30,2012.0,RC,2019,Not yet,48000000
Chiyoda Ward,3.0,1K,25,1985.0,RC,2019,Done,32000000
Chiyoda Ward,6.0,1K,20,2003.0,SRC,2019,Not yet,24000000
Chiyoda Ward,3.0,2DK,55,1985.0,RC,2018,Not yet,48000000
Chiyoda Ward,5.0,1LDK,55,1969.0,SRC,2017,Not yet,48000000
Chiyoda Ward,6.0,1K,30,1970.0,SRC,2017,Done,24000000
Chiyoda Ward,3.0,1K,25,1985.0,RC,2017,Not yet,20000000
Chiyoda Ward,5.0,1LDK,45,1969.0,SRC,2017,Done,44000000
Chiyoda Ward,6.0,3LDK,130,2001.0,RC,2017,Not yet,97000000
Chiyoda Ward,5.0,2LDK,55,1969.0,RC,2016,Not yet,45000000
Chiyoda Ward,5.0,2LDK,55,1969.0,SRC,2016,Done,50000000
Chiyoda Ward,4.0,1K,20,2003.0,SRC,2016,Not yet,20000000
Chiyoda Ward,3.0,1K,20,1985.0,RC,2016,Done,20000000
Chiyoda Ward,3.0,1K,20,1985.0,RC,2016,Done,23000000
Chiyoda Ward,6.0,1LDK,30,1970.0,SRC,2016,Done,20000000
Chiyoda Ward,6.0,3LDK,155,2001.0,RC,2015,Not yet,260000000
Chiyoda Ward,6.0,3LDK,130,2001.0,RC,2015,Done,32000000
Chiyoda Ward,3.0,1K,20,1985.0,RC,2014,Done,20000000
Chiyoda Ward,4.0,3LDK,115,1971.0,SRC,2019,Not yet,77000000
Chiyoda Ward,4.0,2LDK,95,2005.0,RC,2019,Not yet,200000000
Chiyoda Ward,4.0,2LDK,100,2014.0,RC,2019,Not yet,210000000
Chiyoda Ward,3.0,1LDK,60,2008.0,RC,2019,Not yet,110000000
Chiyoda Ward,4.0,2LDK,65,2014.0,RC,2019,Not yet,130000000
Chiyoda Ward,5.0,2DK,100,2004.0,RC,2018,Not yet,170000000
Chiyoda Ward,4.0,3LDK,115,2005.0,RC,2018,Not yet,230000000
Chiyoda Ward,4.0,1K,20,1986.0,RC,2018,Done,22000000
Chiyoda Ward,4.0,1LDK,55,2014.0,RC,2017,Done,95000000
Chiyoda Ward,6.0,1K,20,1977.0,RC,2017,Done,17000000
Chiyoda Ward,4.0,3LDK,85,2014.0,RC,2017,Done,180000000
Chiyoda Ward,3.0,2LDK,85,2003.0,RC,2017,Not yet,110000000
Chiyoda Ward,3.0,2LDK,95,2003.0,RC,2017,Not yet,150000000
Chiyoda Ward,6.0,1K,20,2002.0,RC,2017,Not yet,25000000
Chiyoda Ward,4.0,2LDK,90,2014.0,RC,2016,Not yet,190000000
Chiyoda Ward,5.0,3LDK,135,2001.0,RC,2016,Not yet,310000000
Chiyoda Ward,5.0,2LDK,100,2014.0,RC,2016,Not yet,210000000
Chiyoda Ward,5.0,3LDK,125,2003.0,RC,2016,Not yet,230000000
Chiyoda Ward,4.0,2LDK,75,2005.0,RC,2015,Not yet,140000000
Chiyoda Ward,5.0,2DK,85,2003.0,RC,2015,Not yet,130000000
Chiyoda Ward,4.0,4LDK,185,2005.0,RC,2015,Not yet,260000000
Chiyoda Ward,5.0,2LDK,105,2003.0,RC,2014,Not yet,90000000
Chiyoda Ward,3.0,2LDK,80,2008.0,RC,2014,Not yet,110000000
Chiyoda Ward,3.0,2LDK,85,2003.0,RC,2014,Not yet,110000000
Chiyoda Ward,6.0,1K,20,2002.0,RC,2014,Not yet,19000000
Chiyoda Ward,2.0,3LDK,90,2004.0,RC,2019,Not yet,130000000
Chiyoda Ward,2.0,3LDK,80,2004.0,RC,2019,Not yet,130000000
Chiyoda Ward,3.0,1K,20,2003.0,SRC,2018,Not yet,23000000
Chiyoda Ward,3.0,1K,20,2003.0,SRC,2018,Not yet,23000000
Chiyoda Ward,3.0,1K,20,2003.0,SRC,2018,Done,23000000
Chiyoda Ward,2.0,2LDK,60,2004.0,RC,2018,Not yet,78000000
Chiyoda Ward,3.0,1K,20,2003.0,SRC,2018,Not yet,25000000
Chiyoda Ward,3.0,1K,20,2003.0,SRC,2018,Not yet,24000000
Chiyoda Ward,12.0,1LDK,55,1997.0,SRC,2017,Not yet,48000000
